sample_index	prediction
14348	0
18453	0
26649	0
32807	0
16425	0
4142	0
24625	0
26677	0
30774	0
32824	0
30780	0
8253	0
16446	0
22593	0
24646	0
22599	0
26696	0
10316	0
4173	0
30796	0
4175	0
12374	0
28758	0
34917	0
16490	0
20586	0
18541	0
12401	0
18548	0
12405	0
14456	0
20602	0
28798	0
20608	0
8321	0
28804	0
22665	0
20623	0
10387	0
16538	0
22683	0
30878	0
26785	0
34978	0
22693	0
16550	0
20646	0
26790	0
26798	0
28846	0
18613	0
18614	0
26806	0
20669	0
22719	0
22723	0
12486	0
22726	0
30918	0
12490	0
32981	0
4314	0
32989	0
22751	0
32995	0
26854	0
8437	0
12538	0
35068	0
26876	0
8449	0
28932	0
14605	0
30990	0
16664	0
35096	0
16666	0
16679	0
16685	0
26926	0
28978	0
31031	0
24889	0
31036	0
18753	0
20801	0
22849	0
22850	0
26947	0
35153	0
31072	0
33127	0
6507	0
20845	0
16756	0
29044	0
33145	0
27013	0
18825	0
20876	0
22929	0
8600	0
27046	0
35238	0
6569	0
12721	0
14770	0
18868	0
22964	0
6584	0
29123	0
35268	0
31177	0
22987	0
10703	0
20944	0
29141	0
29143	0
33240	0
12763	0
23004	0
27105	0
20962	0
27106	0
18934	0
27128	0
16889	0
18940	0
6655	0
20992	0
29187	0
35331	0
16902	0
10759	0
25099	0
525	0
18960	0
14865	0
25104	0
27152	0
27154	0
29201	0
33304	0
27161	0
16928	0
18976	0
35367	0
21035	0
14901	0
23097	0
33349	0
8775	0
25160	0
27210	0
8789	0
25180	0
8799	0
12895	0
29280	0
14954	0
17005	0
27245	0
6769	0
25201	0
31348	0
31349	0
17016	0
6783	0
23174	0
31368	0
17033	0
21129	0
10893	0
10894	0
19087	0
21133	0
25233	0
27277	0
10904	0
35482	0
25243	0
23196	0
35485	0
33439	0
17060	0
15013	0
21159	0
17070	0
15024	0
35507	0
21177	0
27324	0
31421	0
29376	0
21186	0
25284	0
23237	0
21196	0
33484	0
718	0
27347	0
31449	0
15067	0
23262	0
19168	0
19170	0
8931	0
27371	0
19180	0
6894	0
13040	0
19189	0
23290	0
21250	0
33540	0
23301	0
2822	0
17161	0
13066	0
27406	0
33550	0
788	0
31509	0
15129	0
25370	0
19227	0
21275	0
31522	0
11043	0
15147	0
6959	0
25392	0
33587	0
27444	0
27448	0
15162	0
4923	0
21312	0
27462	0
13137	0
19281	0
11091	0
21330	0
27481	0
31577	0
13147	0
33631	0
11104	0
33634	0
15203	0
19299	0
29540	0
23398	0
2921	0
31601	0
17267	0
23413	0
27511	0
17273	0
21370	0
25466	0
21379	0
21388	0
9115	0
15263	0
19360	0
19361	0
29605	0
13223	0
21415	0
27565	0
21424	0
23474	0
25523	0
27570	0
13241	0
27580	0
19390	0
19398	0
11214	0
33747	0
23509	0
7129	0
17370	0
19418	0
5085	0
29662	0
17376	0
15330	0
33762	0
27629	0
9201	0
17393	0
7157	0
11268	0
15366	0
27658	0
19467	0
5132	0
19471	0
19473	0
33815	0
13338	0
11299	0
29733	0
29735	0
29736	0
23594	0
7212	0
25644	0
33837	0
27698	0
7223	0
7226	0
23615	0
3136	0
15425	0
19521	0
13390	0
15446	0
5207	0
23646	0
33886	0
29794	0
15461	0
21607	0
3177	0
15465	0
25705	0
25707	0
25709	0
13422	0
3187	0
7284	0
23679	0
5248	0
17537	0
25735	0
17544	0
29834	0
25740	0
25742	0
13455	0
15503	0
17552	0
5271	0
31897	0
27813	0
27818	0
21675	0
31916	0
19628	0
11438	0
25772	0
21684	0
31924	0
21692	0
21693	0
36029	0
13508	0
11462	0
13510	0
23753	0
21707	0
13517	0
23758	0
13523	0
27860	0
7382	0
25814	0
13533	0
15582	0
23774	0
23779	0
21732	0
23783	0
15593	0
31983	0
9456	0
11504	0
13555	0
27908	0
3333	0
9477	0
17672	0
11529	0
7441	0
7442	0
17685	0
7451	0
11549	0
9502	0
36129	0
29986	0
11556	0
19749	0
17707	0
34091	0
11565	0
21807	0
25903	0
36148	0
27968	0
17733	0
11594	0
5458	0
15698	0
34132	0
19797	0
3414	0
19799	0
17752	0
9561	0
32090	0
32095	0
7522	0
7523	0
1380	0
13666	0
28005	0
30050	0
15720	0
19817	0
32105	0
21869	0
21872	0
34164	0
13690	0
15739	0
23932	0
32126	0
17794	0
13699	0
30083	0
15749	0
25989	0
30084	0
1418	0
28059	0
13724	0
21920	0
23972	0
21925	0
26030	0
15792	0
32180	0
23992	0
23997	0
15811	0
26052	0
24005	0
26059	0
34252	0
3537	0
24019	0
7638	0
30167	0
17882	0
34266	0
7645	0
19934	0
28125	0
32233	0
3562	0
17905	0
28146	0
19957	0
9722	0
26110	0
34302	0
34303	0
9731	0
26119	0
9736	0
17928	0
24072	0
24074	0
32272	0
7698	0
13842	0
22036	0
22041	0
7716	0
15908	0
20004	0
13865	0
32301	0
15930	0
28224	0
32321	0
34376	0
9804	0
22094	0
13908	0
24152	0
9818	0
32355	0
20068	0
15977	0
1642	0
24169	0
24171	0
24177	0
28283	0
18052	0
32389	0
5766	0
5768	0
18057	0
30344	0
3730	0
22162	0
26258	0
30355	0
16022	0
30361	0
16028	0
11935	0
20141	0
11954	0
30392	0
28345	0
18109	0
24254	0
34495	0
1729	0
3778	0
28355	0
28356	0
34501	0
3783	0
9928	0
14025	0
26311	0
11979	0
30417	0
20184	0
5851	0
18139	0
28379	0
24291	0
18152	0
24300	0
18157	0
9969	0
28402	0
30453	0
32503	0
16127	0
34571	0
32525	0
22288	0
22293	0
26393	0
14107	0
18204	0
20252	0
14111	0
18213	0
20264	0
7991	0
26425	0
30524	0
20285	0
14142	0
10049	0
22341	0
24390	0
30537	0
20301	0
30544	0
30547	0
20309	0
22358	0
32598	0
24408	0
32601	0
5978	0
30555	0
32603	0
3938	0
34661	0
26470	0
30567	0
30581	0
8066	0
28546	0
28550	0
3977	0
18317	0
22413	0
22415	0
30611	0
16285	0
10142	0
20381	0
34722	0
12197	0
4012	0
16300	0
30638	0
10165	0
32695	0
22457	0
26555	0
26556	0
28605	0
32699	0
22463	0
10177	0
32708	0
16327	0
24520	0
32712	0
20427	0
12246	0
10201	0
16347	0
10205	0
28640	0
28644	0
32753	0
20466	0
34804	0
30709	0
12279	0
16379	0
