sample_index	prediction
8193	0
12289	0
4099	0
20483	0
20484	0
30725	0
20488	0
8201	0
28682	0
14348	0
32782	0
32783	0
30734	0
18453	0
32790	0
26649	0
32796	0
16412	0
24605	0
2077	0
4127	0
32807	0
16425	0
4142	0
24625	0
18485	0
26677	0
12342	0
32824	0
30774	0
30780	0
8253	0
16446	0
22593	0
18500	0
24646	0
22599	0
26696	0
10316	0
4173	0
30796	0
4175	0
24656	0
14416	0
12374	0
28758	0
12377	0
18528	0
16482	0
34917	0
16490	0
20586	0
18541	0
2161	0
12401	0
20594	0
18548	0
28785	0
12405	0
14456	0
20602	0
28798	0
20608	0
8321	0
14464	0
28804	0
22665	0
22666	0
28814	0
20623	0
10387	0
22683	0
20637	0
30878	0
32928	0
26785	0
34978	0
22693	0
16550	0
26790	0
20646	0
16555	0
8366	0
26798	0
28846	0
6324	0
18613	0
18614	0
26806	0
20669	0
35006	0
22719	0
22723	0
12486	0
22726	0
30918	0
28873	0
24778	0
12490	0
35025	0
32981	0
8406	0
16600	0
4314	0
32989	0
22751	0
32993	0
32995	0
26854	0
24809	0
6382	0
26864	0
22770	0
10484	0
8437	0
26872	0
12538	0
26876	0
35068	0
8449	0
28932	0
14605	0
30990	0
16664	0
35096	0
16666	0
20760	0
28955	0
6424	0
33054	0
14617	0
20773	0
16679	0
16685	0
16686	0
26926	0
28978	0
31031	0
24889	0
14651	0
31036	0
35134	0
22846	0
18753	0
20801	0
16707	0
26947	0
10564	0
22849	0
22850	0
16712	0
14672	0
35153	0
6492	0
31072	0
33127	0
29033	0
6507	0
20845	0
33139	0
16756	0
29044	0
33145	0
22911	0
31107	0
27013	0
18825	0
33164	0
8589	0
20876	0
27024	0
22929	0
20885	0
8600	0
10648	0
35224	0
10655	0
6560	0
27046	0
35238	0
6569	0
6570	0
27051	0
14761	0
12721	0
14770	0
22962	0
18868	0
22964	0
6584	0
22971	0
29117	0
29123	0
35268	0
31177	0
22987	0
20940	0
20942	0
10703	0
20944	0
31182	0
29141	0
20950	0
29143	0
33240	0
8667	0
12763	0
23004	0
27105	0
27106	0
20962	0
14820	0
16870	0
23027	0
18934	0
27128	0
16889	0
18940	0
6655	0
20992	0
35331	0
29187	0
16902	0
10759	0
35336	0
25099	0
525	0
18958	0
12815	0
25104	0
18960	0
27152	0
27154	0
29201	0
21013	0
14865	0
33304	0
29209	0
21019	0
16928	0
18976	0
14885	0
35367	0
21035	0
23091	0
14900	0
16949	0
14901	0
10807	0
23097	0
23101	0
10816	0
16965	0
33349	0
8775	0
25160	0
27210	0
12879	0
8789	0
25180	0
8799	0
12895	0
29280	0
8808	0
14954	0
17005	0
25201	0
6769	0
21107	0
25204	0
31348	0
31349	0
17016	0
6783	0
23174	0
31368	0
17033	0
21129	0
10893	0
10894	0
19087	0
27277	0
25233	0
12942	0
21133	0
6805	0
17048	0
10904	0
35482	0
25243	0
27291	0
35485	0
6809	0
33439	0
23196	0
17060	0
15013	0
25255	0
21159	0
8875	0
25260	0
17070	0
27310	0
12975	0
6832	0
15024	0
35507	0
21177	0
6843	0
27324	0
31420	0
31421	0
29376	0
8897	0
21186	0
25284	0
23237	0
29382	0
33484	0
21196	0
718	0
10958	0
27347	0
15061	0
21208	0
15064	0
31449	0
15067	0
13022	0
23262	0
19168	0
19170	0
8931	0
10979	0
33512	0
27371	0
19180	0
25325	0
6894	0
13040	0
6899	0
19189	0
25337	0
21242	0
23290	0
21250	0
33540	0
23301	0
2822	0
17161	0
13066	0
19211	0
33550	0
27406	0
23311	0
11027	0
788	0
17173	0
31509	0
15129	0
25370	0
19227	0
21275	0
31522	0
11043	0
21288	0
15147	0
27437	0
6959	0
25392	0
33587	0
27444	0
27448	0
15162	0
4923	0
21312	0
27462	0
19281	0
13137	0
25427	0
11091	0
21330	0
9046	0
25430	0
27481	0
31577	0
19291	0
13147	0
2910	0
33631	0
11104	0
21345	0
33634	0
19299	0
29540	0
15203	0
19302	0
23398	0
2921	0
13163	0
15216	0
31601	0
25458	0
17267	0
23413	0
31606	0
27511	0
17273	0
25466	0
21370	0
892	0
13184	0
29568	0
23425	0
21379	0
29573	0
21388	0
13198	0
11151	0
23444	0
23446	0
25496	0
21400	0
9115	0
25500	0
5020	0
15263	0
9120	0
17313	0
19360	0
19361	0
21408	0
29605	0
23462	0
13223	0
21415	0
13225	0
21424	0
27570	0
25523	0
23474	0
2999	0
13241	0
27578	0
27580	0
19389	0
19390	0
21436	0
25536	0
19398	0
29642	0
11214	0
25555	0
33747	0
23509	0
33750	0
7129	0
17370	0
19418	0
5085	0
17376	0
33762	0
15330	0
27629	0
9201	0
17393	0
7157	0
25594	0
11268	0
17413	0
33797	0
15366	0
3081	0
27658	0
19467	0
5132	0
19471	0
19473	0
21521	0
33815	0
21529	0
13338	0
7197	0
17440	0
11299	0
7203	0
19493	0
29733	0
21542	0
29735	0
29736	0
15400	0
23594	0
25644	0
33837	0
7212	0
27698	0
7223	0
7226	0
27708	0
17470	0
23615	0
3136	0
19521	0
15425	0
33860	0
21573	0
33862	0
35910	0
23623	0
13390	0
35922	0
31828	0
3157	0
15446	0
5207	0
11353	0
33886	0
23646	0
29794	0
15461	0
21607	0
11368	0
25705	0
3177	0
25707	0
15465	0
25709	0
13422	0
25711	0
21614	0
3187	0
7284	0
23679	0
5248	0
17537	0
25735	0
17544	0
33927	0
29834	0
31879	0
25740	0
23691	0
25742	0
3215	0
17552	0
13455	0
15503	0
19603	0
5267	0
13461	0
5271	0
29847	0
29849	0
31897	0
19617	0
9381	0
27813	0
3242	0
25771	0
25772	0
9389	0
27818	0
19628	0
11438	0
21675	0
1202	0
31916	0
21684	0
31924	0
21692	0
36029	0
21693	0
29886	0
15551	0
13508	0
23749	0
33990	0
11462	0
11463	0
13510	0
21705	0
21707	0
15562	0
13517	0
23753	0
23758	0
13523	0
27860	0
25814	0
36055	0
7382	0
34010	0
23770	0
13533	0
15582	0
23774	0
27873	0
15587	0
21732	0
23779	0
23783	0
15593	0
31983	0
9456	0
11504	0
13555	0
5366	0
17658	0
23809	0
27908	0
9477	0
3333	0
17672	0
11529	0
7441	0
7442	0
17685	0
27925	0
7451	0
11549	0
9502	0
36129	0
29986	0
19747	0
11556	0
19749	0
17707	0
34091	0
34092	0
27947	0
25903	0
11565	0
17713	0
21807	0
34099	0
36148	0
25917	0
27968	0
17733	0
11594	0
5458	0
15698	0
34132	0
3412	0
19797	0
3414	0
17752	0
9561	0
19799	0
32090	0
34143	0
32095	0
13666	0
30050	0
1380	0
34148	0
28005	0
3430	0
11623	0
28006	0
19817	0
7522	0
7523	0
21869	0
15720	0
32105	0
21872	0
25969	0
28018	0
34164	0
11640	0
13690	0
15739	0
30076	0
23932	0
32126	0
